KPGZ,with_KPGZ,count
01.02.11.01.12.03.25,01.02.12,2
01.10.05.01.01,01.10.05.04,2
01.11.02.02.99,01.11.03.11.08,45
01.11.04.99,01.11.03.11.08,25
01.11.01.04.05.01,01.11.04.04,10
01.11.01.04.05.01,01.11.06.02.02,9
01.11.01.03.11.99,01.11.04.04,2
01.11.01.03.11.99,01.11.01.04.02,4
01.11.01.03.11.99,01.11.01.04.01,4
01.11.01.03.11.99,01.11.06.02.02,2
01.11.04.04,01.11.01.04.05.01,8
01.11.04.04,01.11.06.04.01,26
01.11.04.04,01.11.01.04.01,3
01.11.04.04,01.11.01.04.10.99,43
01.11.04.04,01.11.06.02.02,2
01.20.04.01.10,01.20.05.04,6
01.20.04.02.13,01.20.05.04,8
01.20.03.04.01.02,01.20.07.11.03.02.02,5
01.20.07.11.03.01.01,01.20.05.03.04.06,4
01.08.01.20.01,01.08.01.13.01,19
01.08.01.20.01,01.08.01.14.02,10
01.08.01.20.01,01.08.02.09,1
01.08.01.13.01,01.08.01.14.02,19
01.08.01.13.01,01.08.02.09,1
01.08.01.13.99,01.08.02.09,1
01.08.01.14.02,01.08.01.32.99,4
01.08.01.14.02,01.08.01.22.04.01,6
01.11.01.04.01,01.11.03.01.99,37
01.20.05.03.04.06,01.20.10.99,1
01.15.05.04.03.01,01.15.05.02.06.02.02,2
01.15.05.04.08.02,01.15.05.02.06.02.02,1
01.15.03.17.05,01.15.05.02.06.02.02,2
01.15.01.02.01.01,01.15.05.02.06.02.02,1
03.08.01.01.04,03.08.01.00,1
01.06.01.03.01,01.06.01.02,40
01.01.05.01,01.01.03.22,3
01.01.05.01,01.01.05.01,4
01.01.05.01,01.01.04.06,3
01.01.05.01,01.01.02.06.08,2
01.01.05.01,01.01.02.02.05,2
01.01.05.01,01.01.01.02.01.11,2
01.01.02.13,01.01.03.22,2
01.01.02.13,01.01.03.25.01.01,39
01.01.02.13,01.01.04.06,1
01.01.02.13,01.01.02.06.08,1
01.01.02.13,01.01.02.02.05,3
01.01.02.13,01.01.01.02.01.11,1
01.01.02.13,01.01.02.01.01.01,6
01.01.02.13,01.01.02.34,131
01.01.03.22,01.01.03.25.01.01,11
01.01.03.22,01.01.05.01,2
01.01.03.22,01.01.04.06,2
01.01.03.22,01.01.02.06.08,1
01.01.03.22,01.01.02.02.05,1
01.01.03.22,01.01.01.02.01.11,1
01.01.03.22,01.01.02.01.01.01,3
01.01.03.25.01.01,01.01.04.06,9
01.01.03.25.01.01,01.01.02.06.08,2
01.01.03.25.01.01,01.01.02.02.05,2
01.01.03.25.01.01,01.01.01.02.01.11,2
01.01.04.06,01.01.03.25.01.01,3
01.01.04.06,01.01.02.06.08,1
01.11.03.01.99,01.11.01.04.12,15
01.11.03.01.99,01.11.01.04.01,37
01.11.03.01.99,01.11.01.04.03,10
01.11.03.01.99,01.11.01.03.11.09,4
01.11.01.04.05.01,01.11.01.04.03,17
01.11.01.04.12,01.11.01.04.03,4
01.11.07.08,01.11.03.08.05,2
01.11.05.04.99,01.11.03.09.05.02,9
01.11.05.04.99,01.11.03.08.05,1
01.11.03.09.05.02,01.11.03.07.99,30
01.11.03.09.05.02,01.11.03.10.04,8
01.11.03.09.05.02,01.11.07.08,39
01.11.03.09.05.02,01.11.03.01.01.99,38
01.11.03.09.05.02,01.11.03.08.05,1
01.11.03.07.99,01.11.03.08.05,1
01.11.01.08.05,01.11.03.01.02.02.99,28
01.11.01.08.05,01.11.03.05.01,29
01.11.01.08.05,01.11.04.01.04,93
01.11.01.08.05,01.11.04.02.01.01,14
01.11.01.08.05,01.11.04.07,5
01.11.01.08.05,01.11.03.11.08,32
01.11.01.08.05,01.11.03.02.02.01,9
01.11.03.05.05.01,01.11.04.02.01.01,13
01.11.03.05.05.01,01.11.04.07,7
01.11.04.02.99,01.11.04.03.02.05.07,16
01.11.04.02.99,01.11.03.05.01,20
01.11.04.02.99,01.11.01.08.05,15
01.11.04.02.99,01.11.03.13,26
01.11.04.02.99,01.11.04.05.99,26
01.11.04.02.99,01.11.01.08.02.99,10
01.11.04.02.99,01.11.04.07,1
01.11.04.02.99,01.11.03.11.08,5
01.11.04.02.99,01.11.03.05.05.02,11
01.11.04.02.99,01.11.03.12.01,7
01.11.04.03.02.05.07,01.11.04.05.99,35
01.11.04.03.02.05.07,01.11.04.07,5
01.11.04.03.02.05.07,01.11.03.11.08,12
01.11.03.01.02.02.99,01.11.04.02.01.01,14
01.11.03.01.02.02.99,01.11.04.05.99,12
01.11.03.01.02.02.99,01.11.04.07,4
01.11.03.01.02.02.99,01.11.03.11.08,4
01.11.03.01.02.02.99,01.11.03.05.05.02,10
01.11.03.01.02.02.99,01.11.03.12.01,2
01.11.03.05.01,01.11.04.01.04,52
01.11.03.05.01,01.11.04.02.01.01,6
01.11.03.05.01,01.11.01.08.05,30
01.11.03.05.01,01.11.01.08.02.99,14
01.11.03.05.01,01.11.04.01.99,66
01.11.03.05.01,01.11.04.01.01.99,49
01.11.03.05.01,01.11.04.02.99,37
01.11.03.05.01,01.11.04.07,7
01.11.03.05.01,01.11.03.11.08,14
01.11.03.05.01,01.11.03.12.01,13
01.11.04.01.04,01.11.04.02.01.01,3
01.11.04.01.04,01.11.01.08.02.99,27
01.11.04.01.04,01.11.04.07,5
01.11.04.01.04,01.11.03.11.08,11
01.11.04.01.04,01.11.03.05.05.02,15
01.11.04.02.01.01,01.11.03.05.05.01,10
01.11.04.02.01.01,01.11.03.13,3
01.11.04.02.01.01,01.11.04.05.99,1
01.11.04.02.01.01,01.11.01.08.02.99,2
01.11.04.02.01.01,01.11.04.01.99,5
01.11.04.02.01.01,01.11.04.07,1
01.11.04.02.01.01,01.11.03.11.08,3
01.11.03.06,01.11.01.08.02.99,57
01.11.03.06,01.11.03.11.08,56
01.11.03.13,01.11.04.07,5
01.11.04.05.99,01.11.04.01.99,26
01.11.04.05.99,01.11.04.01.01.99,15
01.11.04.05.99,01.11.04.02.99,20
01.11.04.05.99,01.11.04.07,6
01.11.01.08.02.99,01.11.04.01.99,29
01.11.04.01.99,01.11.04.01.01.99,49
01.20.08,01.20.03.04.04.01,1
01.20.08,01.20.03.04.01.01,3
01.20.03.04.04.01,01.20.08,11
01.11.03.01.99,01.11.10.03.02,13
01.13.04.02.02.05,01.13.17.99,15
01.13.04.02.02.05,01.13.13.01.05,7
01.15.05.08,01.15.02.05.02,76
01.08.01.01.05,01.08.01.22.04.01,8
01.08.01.01.05,01.08.01.32.99,15
01.08.01.22.04.01,01.08.01.25.03,1
01.08.01.40,01.08.01.25.03,1
01.08.01.32.99,01.08.01.20.02,8
01.08.01.32.99,01.08.01.25.03,2
01.06.99.06,01.06.99.06,2
01.20.07.11.03.01.01,01.20.07.11.03.02.02,1
01.20.07.11.03.01.01,01.20.07.11.04.01,22
01.02.10.50.20,01.02.11.01.01.07.05,9
01.02.10.55.06,01.02.10.44.28.01,4
01.02.10.44.14,01.02.10.13.12,8
01.02.10.44.14,01.02.10.44.04,12
01.02.10.44.14,01.02.10.44.28.01,18
01.02.10.44.14,01.02.10.44.10.03.06,2
01.02.10.13.12,01.02.10.44.28.01,4
01.02.10.13.12,01.02.10.44.01,4
01.02.10.44.04,01.02.10.44.28.01,3
01.16.32,01.16.28.03,11
01.15.05.02.03,01.15.01.01.08,2
01.15.05.04.07.01,01.15.05.01.05.01.04,12
01.26.08,01.26.08,5
01.02.11.01.16.20,01.02.10.16.07.02,7
01.13.17.08,01.13.17.17,20
01.13.17.08,01.13.17.03,25
01.13.17.08,01.13.17.12,13
01.13.17.08,01.13.05.01,7
01.13.17.17,01.13.05.01,39
01.13.17.03,01.13.05.01,12
01.13.17.10,01.13.05.01,7
01.13.17.12,01.13.05.01,11
01.11.04.99,01.11.06.06,3
01.11.04.99,01.11.02.11,27
01.11.06.06,01.11.01.04.11,60
01.11.02.11,01.11.01.04.11,22
01.02.10.13.14.01,01.02.11.01.06.03.07.01,4
01.02.10.13.14.01,01.02.10.44.04,44
01.02.10.13.14.01,01.02.10.55.02.01,10
01.02.11.01.06.03.07.01,01.02.10.44.04,6
01.02.11.01.06.03.07.01,01.02.10.13.12,4
01.20.03.03.06,01.20.05.04,6
01.02.10.29.07,01.02.10.29.01,4
01.11.05.04.99,01.11.03.08.02,1
01.11.05.04.99,01.11.03.04.02.03,1
01.11.03.07.99,01.11.03.08.02,20
01.11.03.05.07,01.11.03.08.02,14
01.11.02.02.99,01.11.03.08.02,46
01.15.05.04.03.04,01.15.05.02.06.03.02,12
01.15.05.04.03.04,01.15.05.14,2
01.15.05.02.06.03.02,01.15.05.02.03,12
01.15.05.02.06.03.02,01.15.05.01.05.01.04,8
01.15.05.02.06.03.02,01.15.04.07,22
01.15.05.04.08.02,01.15.05.04.05.01,46
01.11.02.01.05,01.11.03.12.02,1
01.11.03.05.01,01.11.03.12.02,18
01.15.05.04.09.01,01.15.02.05.02,20
01.20.07.11.08,01.20.04.01.08,2
01.20.07.11.08,01.20.04.01.11,4
01.20.07.11.08,01.20.04.06.02.02,2
01.20.04.04.01,01.20.04.01.08,7
01.20.04.04.01,01.20.04.06.02.02,17
01.20.04.01.08,01.20.04.07.02,3
01.20.04.01.08,01.20.04.04.02,10
01.20.04.01.08,01.20.04.01.11,3
01.20.04.01.08,01.20.07.11.08,15
01.20.04.01.08,01.20.03.04.04.02.01,5
01.20.04.01.08,01.20.04.01.05,17
01.20.04.01.08,01.20.05.03.04.02,10
01.20.04.01.08,01.20.04.06.02.02,2
01.20.04.02.10,01.20.04.07.02,13
01.20.04.02.10,01.20.04.01.11,12
01.20.04.02.10,01.20.04.09.03,15
01.20.04.07.02,01.20.04.04.02,13
01.20.04.07.02,01.20.04.01.11,5
01.20.04.07.02,01.20.04.09.03,9
01.20.04.07.02,01.20.03.03.06,11
01.20.04.07.02,01.20.03.04.04.02.01,10
01.20.04.07.02,01.20.04.03,15
01.20.04.04.02,01.20.07.11.08,22
01.20.04.04.02,01.20.03.03.06,16
01.20.04.04.02,01.20.03.04.04.02.01,18
01.20.04.04.02,01.20.99.05.02,17
01.20.04.04.02,01.20.04.03,22
01.20.04.06.01.02,01.20.04.01.11,16
01.20.04.01.11,01.20.04.01.13,15
01.20.04.01.11,01.20.07.11.08,7
01.20.04.01.11,01.20.03.03.06,3
01.20.04.01.11,01.20.03.04.01.02,20
01.20.04.01.11,01.20.03.04.04.02.01,2
01.20.04.01.11,01.20.99.05.02,4
01.20.04.09.03,01.20.04.02.12,30
01.20.04.09.03,01.20.03.03.06,2
01.20.04.09.03,01.20.03.04.05.01,9
01.20.04.09.03,01.20.04.01.05,6
01.20.04.09.03,01.20.99.05.02,2
01.20.03.03.06,01.20.04.09.03,3
01.20.03.04.01.02,01.20.04.09.03,13
01.20.03.04.04.02.01,01.20.04.02.12,16
01.20.03.04.04.02.01,01.20.04.09.03,1
01.15.05.16.01,01.15.10,2
01.15.05.16.01,01.15.05.03.02,16
01.15.05.16.02,01.15.10,2
01.15.05.16.02,01.15.05.03.02,6
01.15.10,01.15.10,5
01.15.10,01.15.05.03.02,4
01.16.03.12,01.16.03.01.01,2
01.16.03.12,01.16.08.03,1
01.16.03.12,01.16.07.02.01,1
01.16.03.12,01.16.07.02.02,1
01.16.03.01.01,01.16.08.03,8
01.13.01.01.02.03,01.13.04.02.02.05,1
01.13.01.01.02.03,01.13.04.01.01.05,1
01.13.01.01.02.03,01.13.14.06,1
01.13.01.01.02.03,01.13.05.06.02,1
01.13.01.01.02.03,01.13.17.08,1
01.13.01.01.02.03,01.13.17.10,1
01.13.04.02.02.05,01.13.04.01.01.05,28
01.13.04.02.02.05,01.13.14.06,6
01.13.04.02.02.05,01.13.05.06.02,6
01.13.04.02.02.05,01.13.17.08,3
01.13.04.01.01.05,01.13.14.06,4
01.20.01.05.01,01.20.10.99,9
01.10.04.03.07,01.10.04.02,5
01.02.09.04.08,01.02.09.04.02,9
01.02.09.09.02,01.02.09.04.02,2
01.03.06.01,01.03.01.03,11
01.11.02.01.01,01.11.02.05.01.99,25
01.11.03.02.02.01,01.11.03.05.06.01,8
01.11.03.02.02.01,01.11.06.02.01.03,9
01.11.03.02.02.01,01.11.04.01.03.01,9
01.11.03.05.06.01,01.11.06.02.01.03,2
01.11.03.05.06.01,01.11.04.01.03.01,5
01.11.03.01.02.02.99,01.11.03.01.02.02.02.01,76
01.11.03.01.02.02.02.01,01.11.06.02.01.03,34
01.07.03.03.02.01,01.07.03.03.07,10
01.07.03.03.02.01,01.07.06.01.06.01,7
01.11.03.01.01.99,01.11.04.03.02.05.06,50
01.11.04.03.02.01.01,01.11.04.03.02.05.06,47
01.11.02.09.01.01.02,01.11.04.03.02.05.06,4
01.20.07.11.03.02.02,01.20.07.11.08,6
01.20.07.11.03.02.02,01.20.10.99,2
01.15.01.01.01.01,01.15.05.02.06.03.03,2
01.15.05.02.06.03.02,01.15.05.04.03.04,9
01.15.03.17.06,01.15.05.02.06.03.03,11
01.15.05.02.06.03.03,01.15.05.04.03.04,1
01.11.01.08.05,01.11.04.03.02.06,4
01.08.01.09.05,01.08.01.32.99,2
01.08.01.09.05,01.08.01.01.10.99,5
01.08.01.09.05,01.08.01.09.99,14
01.08.01.09.05,01.08.01.17.26,2
01.04.01.99,01.04.05.02,37
01.04.01.17,01.04.01.99,13
01.04.01.17,01.04.01.17,1
01.04.01.17,01.04.05.02,2
01.04.05.02,01.04.01.99,19
01.11.01.04.13,01.11.01.04.13,5
01.11.01.04.13,01.20.01.05.03,1
02.17.99.01,02.17.99.03,10
02.17.99.03,02.17.99.01,35
01.15.05.08,01.15.04.06,13
01.15.05.08,01.15.05.04.09.02,10
01.15.05.08,01.15.01.03.01,36
01.15.04.06,01.15.05.04.08.02,13
01.15.04.06,01.15.03.15.01,2
01.15.05.03.04.01,01.15.05.04.09.02,11
01.15.05.03.04.01,01.15.01.03.01,28
01.15.05.03.04.01,01.15.05.04.05.02,5
01.15.05.04.09.02,01.15.03.15.01,15
01.15.05.04.08.02,01.15.01.03.01,18
01.15.05.04.08.02,01.15.05.04.05.02,5
01.13.06.08,01.13.07.05.01.02,5
01.11.02.10.02,01.11.03.05.06.01,17
01.11.02.10.02,01.11.06.01.99,10
01.11.02.10.02,01.11.05.03.99,6
01.11.02.10.02,01.11.06.01.02.02,22
01.11.02.10.02,01.11.02.09.02,60
01.11.03.05.06.01,01.11.06.01.99,16
01.11.03.05.06.01,01.11.02.09.06,8
01.11.03.05.06.01,01.11.05.03.99,1
01.11.03.05.06.01,01.11.02.09.99,11
01.11.03.05.06.01,01.11.06.01.02.02,6
01.11.03.05.06.01,01.11.02.09.02,2
01.11.03.05.06.01,01.11.02.10.99,2
01.11.03.05.06.01,01.11.02.09.07,2
01.11.03.05.06.01,01.11.02.99,5
01.11.06.01.99,01.11.02.09.06,12
01.11.06.01.99,01.11.05.03.99,1
01.11.06.01.99,01.11.02.10.02,4
01.11.06.01.99,01.11.02.09.02,1
01.11.06.01.99,01.11.02.10.99,5
01.11.06.01.99,01.11.02.09.07,3
01.11.02.09.06,01.11.05.03.99,2
01.11.02.09.06,01.11.02.09.02,31
01.11.05.03.99,01.11.02.09.06,1
01.11.05.03.99,01.11.02.10.02,2
01.11.05.03.99,01.11.02.09.02,1
01.11.05.03.99,01.11.02.10.99,1
01.11.05.03.99,01.11.02.09.07,1
01.11.03.01.01.99,01.11.02.09.02,56
01.11.02.09.04,01.11.02.09.02,71
03.17.99,03.17.07,2
03.17.99,03.17.99,1
01.15.02.08,01.15.01.03.01,44
01.08.01.30.99,01.08.02.27,3
01.15.01.05,01.15.05.01.05.01.04,3
01.11.02.02.03.11,01.11.03.07.99,8
01.11.02.02.03.11,01.11.03.05.07,1
01.11.02.02.03.11,01.11.03.05.05.01,3
01.11.02.02.03.11,01.11.09.01,1
01.11.02.02.03.11,01.11.01.04.05.01,8
01.11.02.02.03.11,01.11.03.01.01.99,87
01.11.02.02.03.11,01.11.04.01.04,10
01.11.02.02.03.11,01.11.04.02.99,3
01.11.02.02.03.11,01.11.03.13,3
01.11.02.02.03.11,01.11.03.02.02.01,1
01.11.02.02.03.11,01.11.02.09.01.01.02,48
01.11.02.02.03.11,01.11.07.08,1
01.11.02.02.03.11,01.11.06.01.04.01,1
01.11.02.02.03.11,01.11.06.01.99,2
01.11.03.05.07,01.11.01.04.05.01,70
01.11.03.05.07,01.11.02.02.06,42
01.11.03.05.07,01.11.04.02.99,65
01.11.03.05.05.01,01.11.02.02.06,13
01.11.09.01,01.11.01.04.05.01,9
01.11.09.01,01.11.04.01.04,25
01.11.09.01,01.11.02.02.06,4
01.11.09.01,01.11.04.02.99,2
01.11.09.01,01.11.03.13,6
01.11.09.01,01.11.03.02.02.01,5
01.11.09.01,01.11.02.09.01.01.02,29
01.11.01.04.05.01,01.11.03.02.02.01,13
01.11.04.01.04,01.11.03.02.02.01,19
01.11.02.02.06,01.11.03.13,16
01.11.02.02.06,01.11.03.02.02.01,9
01.11.03.02.02.01,01.11.04.01.99,31
01.07.05.05,01.07.03.03.04.03,1
01.07.05.02,01.07.03.03.04.03,1
01.07.05.01,01.07.03.03.04.03,5
01.07.05.07,01.07.03.03.04.03,1
01.15.05.04.03.01,01.15.01.01.06,7
01.15.05.04.04,01.15.01.01.06,15
01.15.02.02.01,01.15.01.01.06,1
01.15.01.01.06,01.15.04.02.04,23
01.15.01.01.06,01.15.04.01.01,32
01.15.01.01.06,01.15.05.04.02,4
01.15.04.01.01,01.15.03.12.01,35
01.15.05.18,01.15.03.12.01,6
01.15.01.01.01.03,01.15.02.05.03,21
01.15.01.01.01.03,01.15.02.06.02,37
01.15.01.01.01.03,01.15.04.03.04,16
01.15.01.01.01.03,01.15.05.04.10,3
01.15.01.01.01.03,01.15.05.04.07.02,13
01.15.01.01.01.03,01.15.03.12.01,1
01.15.01.01.01.03,01.15.04.03.03,13
01.15.01.01.01.03,01.15.02.06.04,7
01.15.01.01.01.03,01.15.01.09,29
01.15.01.01.01.03,01.15.05.16.01,44
01.15.01.01.01.03,01.15.02.05.02,14
01.15.02.05.03,01.15.04.03.04,7
01.15.02.05.03,01.15.05.04.10,1
01.15.02.05.03,01.15.03.12.01,2
01.15.02.05.03,01.15.04.03.03,8
01.15.02.05.03,01.15.02.06.04,3
01.15.02.05.03,01.15.01.09,19
01.15.05.03.04.01,01.15.03.12.01,6
01.15.05.03.04.01,01.15.02.06.04,4
01.15.05.04.04,01.15.03.12.01,25
01.15.05.04.02,01.15.03.12.01,7
01.15.05.02.01,01.15.03.12.01,8
01.15.01.07,01.15.03.12.01,27
01.15.05.04.08.01,01.15.03.12.01,6
01.15.03.17.05,01.15.03.12.01,38
01.15.03.17.06,01.15.03.12.01,13
01.15.02.06.02,01.15.03.12.01,3
01.15.02.06.02,01.15.04.03.03,30
01.15.04.03.04,01.15.05.04.10,7
01.15.04.03.04,01.15.03.12.01,4
01.15.04.03.04,01.15.02.06.04,9
01.15.04.02.04,01.15.03.12.01,23
01.15.05.04.10,01.15.03.12.01,1
01.15.05.04.10,01.15.02.06.04,2
01.15.05.04.07.02,01.15.03.12.01,5
01.15.05.15,01.15.03.12.01,11
01.15.03.12.01,01.15.05.04.03.01,15
01.15.03.12.01,01.15.04.01.01,27
01.15.03.12.01,01.15.04.07,8
01.15.03.12.01,01.15.03.16,24
01.15.03.12.01,01.15.04.03.03,3
01.15.03.12.01,01.15.02.01,9
01.15.03.12.01,01.15.02.06.04,2
01.07.07.01,01.07.07.01,76
01.15.05.08,01.15.05.04.05.01,89
01.15.05.08,01.15.02.06.01,7
01.11.04.99,01.11.01.07.01.11,3
01.11.04.99,01.11.01.03.14,1
01.11.04.99,01.11.01.02.05.02,4
01.11.01.07.01.11,01.11.01.03.14,2
01.11.01.07.01.11,01.11.01.02.06,5
01.11.01.07.01.11,01.11.01.02.05.02,5
01.11.01.03.14,01.11.01.02.06,2
01.15.05.16.01,01.15.07.02,17
01.15.05.16.01,01.15.05.17.01,2
01.15.07.02,01.15.05.17.01,3
01.15.07.02,01.15.05.04.06.03,32
01.15.05.17.01,01.15.04.03.02,1
01.15.05.17.01,01.15.05.10,4
01.15.04.03.02,01.15.05.17.01,3
01.01.01.19.01.03,01.01.07.17,4
01.01.01.19.01.03,01.01.18.01,7
01.01.01.19.01.03,01.01.07.20,2
01.01.01.19.01.03,01.01.07.06.01,1
01.01.01.19.01.03,01.01.06.05,4
01.01.01.19.01.03,01.01.15.06,20
01.01.01.19.01.03,01.01.07.12,1
01.01.01.19.01.03,01.01.01.03,3
01.01.01.19.01.03,01.01.07.13,9
01.01.01.05.01.04.01,01.01.07.17,5
01.01.01.05.01.04.01,01.01.18.01,2
01.01.01.05.01.04.01,01.01.07.20,1
01.01.01.05.01.04.01,01.01.07.06.01,1
01.01.01.05.01.04.01,01.01.06.05,14
01.01.01.05.01.04.01,01.01.15.06,46
01.01.01.05.01.04.01,01.01.07.12,1
01.01.01.05.01.04.01,01.01.07.08,10
01.01.01.05.01.04.01,01.01.01.03,1
01.01.01.05.01.04.01,01.01.07.13,6
01.01.07.02.07,01.01.07.17,7
01.01.07.02.07,01.01.07.20,2
01.01.07.02.07,01.01.07.06.01,5
01.01.07.02.07,01.01.15.06,9
01.01.07.02.07,01.01.07.12,8
01.01.07.02.07,01.01.01.03,8
01.01.07.02.07,01.01.01.19.01.04,25
01.01.07.17,01.01.07.17,1
01.01.07.17,01.01.07.02.07,36
01.01.07.17,01.01.18.01,4
01.01.07.17,01.01.07.20,2
01.01.07.17,01.01.07.06.01,2
01.01.07.17,01.01.06.05,4
01.01.07.17,01.01.15.06,7
01.01.07.17,01.01.07.12,3
01.01.07.17,01.01.07.08,11
01.01.07.17,01.01.01.03,3
01.01.07.17,01.01.07.13,3
01.01.07.17,01.01.07.03.06,10
01.01.07.17,01.01.07.02.06,3
01.01.07.17,01.01.01.19.01.04,2
01.01.07.17,01.01.07.04.02,5
01.01.18.01,01.01.07.20,1
01.01.18.01,01.01.07.06.01,2
01.01.18.01,01.01.06.05,3
01.01.18.01,01.01.07.02.07,8
01.01.18.01,01.01.15.06,3
01.01.18.01,01.01.07.12,1
01.01.18.01,01.01.07.08,4
01.01.18.01,01.01.01.03,1
01.01.18.01,01.01.07.13,1
01.01.18.01,01.01.07.03.06,6
01.01.18.01,01.01.07.02.06,3
01.01.18.01,01.01.01.19.01.04,1
01.01.07.20,01.01.07.06.01,1
01.01.07.20,01.01.06.05,1
01.01.07.20,01.01.07.02.07,6
01.01.07.20,01.01.15.06,3
01.01.07.20,01.01.07.12,1
01.01.07.20,01.01.07.08,3
01.01.07.20,01.01.01.03,1
01.01.07.20,01.01.07.13,1
01.01.07.20,01.01.07.03.06,1
01.01.07.20,01.01.07.02.06,1
01.01.07.06.01,01.01.06.05,1
01.01.07.06.01,01.01.07.02.07,8
01.01.07.06.01,01.01.15.06,2
01.01.07.06.01,01.01.07.12,1
01.01.07.06.01,01.01.07.08,4
01.01.07.06.01,01.01.01.03,1
01.01.07.06.01,01.01.07.13,2
01.01.07.06.01,01.01.07.03.06,7
01.01.07.06.01,01.01.07.02.06,3
01.01.06.05,01.01.15.06,4
01.01.06.05,01.01.07.12,1
01.01.06.05,01.01.07.08,9
01.01.06.05,01.01.01.03,1
01.01.06.05,01.01.07.13,2
01.01.06.05,01.01.07.03.06,15
01.01.15.06,01.01.15.06,149
01.01.15.06,01.01.07.02.07,9
01.01.15.06,01.01.07.12,2
01.01.15.06,01.01.07.08,4
01.01.15.06,01.01.01.03,2
01.01.15.06,01.01.07.13,2
01.01.07.12,01.01.07.08,2
01.01.07.12,01.01.01.03,1
01.20.01.03.01.01,01.20.01.03.02,27
01.15.05.04.05.01,01.15.05.01.05.01.01,20
01.15.01.07,01.15.05.01.05.01.01,105
01.20.07.11.08,01.20.06.01.06.02,34
01.20.03.04.01.01,01.20.04.01.10,21
01.20.03.04.01.01,01.20.06.01.06.02,51
01.20.04.02.13,01.20.07.02.02,70
01.20.04.02.13,01.20.06.01.06.02,15
01.25.02.03.01,01.25.02.03.03,4
01.13.08.01,01.13.05.06.01,1
01.13.08.01,01.13.07.05.01.02,4
01.13.08.01,01.13.06.10,1
01.13.08.01,01.13.06.01,3
01.13.06.99,01.13.05.06.01,26
01.13.06.99,01.13.06.10,2
01.13.05.06.01,01.13.07.05.01.02,5
01.13.05.06.01,01.13.06.10,1
01.15.03.11,01.15.03.12.01,1
01.11.01.04.10.99,01.03.01.07,5
01.11.06.99,01.03.01.07,1
01.11.01.08.05,01.11.04.02.04,9
01.11.01.08.05,01.11.03.08.04.03,1
01.11.01.08.05,01.11.01.07.02.03,3
01.11.04.01.04,01.11.03.08.04.03,3
01.11.04.01.04,01.11.01.07.02.03,6
01.11.03.05.01,01.11.01.07.02.03,3
01.11.03.01.01.99,01.11.03.08.04.03,17
01.11.01.04.11,01.11.03.08.04.03,6
01.11.04.02.04,01.11.03.08.04.03,1
01.11.04.02.04,01.11.01.04.05.01,10
01.11.04.02.04,01.11.03.05.05.01,10
01.11.04.02.04,01.11.03.01.01.99,50
01.11.04.02.04,01.11.07.08,30
01.11.04.02.04,01.11.02.09.01.02,7
01.11.04.02.04,01.11.01.07.02.03,2
01.11.04.02.04,01.11.02.02.03.13,10
01.11.03.08.04.03,01.11.01.04.05.01,2
01.11.03.08.04.03,01.11.03.01.01.99,5
01.11.03.08.04.03,01.11.02.09.01.02,1
01.11.03.08.04.03,01.11.01.07.02.03,1
01.11.01.08.02.99,01.10.05.01.03,5
01.10.05.03.01.05,01.10.05.01.03,7
01.10.05.01.03,01.10.05.01.03,6
01.11.04.03.02.01.01,01.11.04.03.02.01.03,7
01.11.04.03.02.01.03,01.11.04.06.99,1
01.11.04.01.03.01,01.11.01.04.11,27
01.11.04.01.03.01,01.11.01.04.10.99,26
01.16.28.01,01.11.03.01.01.99,40
01.15.05.04.03.04,01.15.05.08,47
01.15.04.03.02,01.15.05.04.09.01,25
01.15.01.02.01.01,01.15.05.04.09.01,31
01.13.04.01.01.06,01.13.01.01.06,17
01.15.05.02.05.01,01.15.05.02.06.03.04,3
01.15.05.04.06.02,01.15.05.02.06.03.04,18
01.15.05.04.08.01,01.15.05.02.06.03.04,8
01.15.05.02.06.03.04,01.15.05.04.05.01,4
01.15.05.02.06.03.04,01.15.04.01.09,1
01.15.01.04.06,01.15.05.02.06.01.02,15
01.15.02.06.01,01.15.05.02.06.01.02,14
01.20.07.02.02,01.20.05.03.04.03,1
01.03.02.11,01.03.02.10,24
01.13.13.01.05,01.13.14.99,70
01.15.04.01.01,01.15.07.05.01,8
01.11.02.02.07.01.12,01.11.02.01.99,1
01.11.02.02.07.01.12,01.11.02.10.99,7
01.12.05.09,01.12.05.03,3
01.12.05.07,01.12.05.07,3
01.12.05.07,01.12.05.03,3
01.02.10.43.01.23,01.02.10.43.01.23,24
01.11.03.09.01.01,01.11.03.05.02,15
01.11.03.09.01.01,01.11.03.05.01,20
01.11.03.09.01.01,01.11.03.05.07,27
01.11.03.09.01.01,01.11.03.05.05.01,28
01.11.03.09.01.01,01.11.02.02.03.13,13
01.11.03.09.01.01,01.11.04.06.99,12
03.31.04.04,03.31.04.04,30
01.11.04.03.02.05.03,01.11.06.02.01.03,7
01.11.04.03.02.05.03,01.11.01.04.02,8
01.11.04.03.02.05.03,01.11.03.10.04,15
01.11.06.02.01.03,01.11.04.03.02.05.07,20
01.11.06.02.01.03,01.11.01.04.05.01,33
01.11.06.02.01.03,01.11.04.05.99,4
01.11.06.02.01.03,01.11.01.04.02,2
01.11.06.02.01.03,01.11.04.03.02.05.03,7
01.11.06.02.01.03,01.11.02.02.99,62
01.11.04.03.02.05.07,01.11.01.04.02,14
01.11.03.06,01.11.01.04.02,37
01.11.01.04.10.99,01.11.04.03.02.05.03,39
